0.000000000000000000e+00,nan
1.000000000000000021e-02,nan
2.000000000000000042e-02,nan
2.999999999999999889e-02,nan
4.000000000000000083e-02,nan
5.000000000000000278e-02,nan
5.999999999999999778e-02,nan
7.000000000000000666e-02,nan
8.000000000000000167e-02,nan
8.999999999999999667e-02,nan
1.000000000000000056e-01,nan
1.100000000000000006e-01,nan
1.199999999999999956e-01,nan
1.300000000000000044e-01,nan
1.400000000000000133e-01,nan
1.499999999999999944e-01,nan
1.600000000000000033e-01,nan
1.700000000000000122e-01,nan
1.799999999999999933e-01,nan
1.900000000000000022e-01,nan
2.000000000000000111e-01,nan
2.099999999999999922e-01,nan
2.200000000000000011e-01,nan
2.300000000000000100e-01,nan
2.399999999999999911e-01,nan
2.500000000000000000e-01,nan
2.600000000000000089e-01,nan
2.700000000000000178e-01,nan
2.800000000000000266e-01,nan
2.899999999999999800e-01,nan
2.999999999999999889e-01,nan
3.099999999999999978e-01,nan
3.200000000000000067e-01,nan
3.300000000000000155e-01,nan
3.400000000000000244e-01,nan
3.499999999999999778e-01,nan
3.599999999999999867e-01,nan
3.699999999999999956e-01,nan
3.800000000000000044e-01,nan
3.900000000000000133e-01,nan
4.000000000000000222e-01,nan
4.099999999999999756e-01,nan
4.199999999999999845e-01,nan
4.299999999999999933e-01,nan
4.400000000000000022e-01,nan
4.500000000000000111e-01,nan
4.600000000000000200e-01,nan
4.699999999999999734e-01,nan
4.799999999999999822e-01,nan
4.899999999999999911e-01,nan
5.000000000000000000e-01,nan
5.100000000000000089e-01,nan
5.200000000000000178e-01,nan
5.300000000000000266e-01,nan
5.400000000000000355e-01,nan
5.500000000000000444e-01,3.073925420703268969e+02
5.600000000000000533e-01,3.009910241602191263e+02
5.699999999999999512e-01,2.953689891871525219e+02
5.799999999999999600e-01,2.930934010186995806e+02
5.899999999999999689e-01,2.921730534882771622e+02
5.999999999999999778e-01,2.932919883485102446e+02
6.099999999999999867e-01,2.938688602856693706e+02
6.199999999999999956e-01,2.914818659495632005e+02
6.300000000000000044e-01,2.884578452893435951e+02
6.400000000000000133e-01,2.870350896832450189e+02
6.500000000000000222e-01,2.866517525727541624e+02
6.600000000000000311e-01,2.866038939031957398e+02
6.700000000000000400e-01,2.866581294710747443e+02
6.800000000000000488e-01,2.867684530533198313e+02
6.899999999999999467e-01,2.872856796685814516e+02
6.999999999999999556e-01,2.881987453016627683e+02
7.099999999999999645e-01,2.882574073257745795e+02
7.199999999999999734e-01,2.880096944308642719e+02
7.299999999999999822e-01,2.864372169531386589e+02
7.399999999999999911e-01,2.848045606092695721e+02
7.500000000000000000e-01,2.828595115015023680e+02
7.600000000000000089e-01,2.817471125920708346e+02
7.700000000000000178e-01,2.812560303977396643e+02
7.800000000000000266e-01,2.813276174656510307e+02
7.900000000000000355e-01,2.817330759819999457e+02
8.000000000000000444e-01,2.820034822187573127e+02
8.100000000000000533e-01,2.822684851705361098e+02
8.199999999999999512e-01,2.829096454483523075e+02
8.299999999999999600e-01,2.839879133060304639e+02
8.399999999999999689e-01,2.851355762456024650e+02
8.499999999999999778e-01,2.863064032928207325e+02
8.599999999999999867e-01,2.873711245304345994e+02
8.699999999999999956e-01,2.887281543676130582e+02
8.800000000000000044e-01,2.899199813554272964e+02
8.900000000000000133e-01,2.919377536464922969e+02
9.000000000000000222e-01,2.941062737386874346e+02
9.100000000000000311e-01,2.966518248166461831e+02
9.200000000000000400e-01,3.000357720957132415e+02
9.300000000000000488e-01,3.031993846649170905e+02
9.399999999999999467e-01,3.056494428839159809e+02
9.499999999999999556e-01,3.083338298266198194e+02
9.599999999999999645e-01,3.116312147434948656e+02
9.699999999999999734e-01,3.151003359859257102e+02
9.799999999999999822e-01,3.182058997253961934e+02
9.899999999999999911e-01,3.227890125433324329e+02
1.000000000000000000e+00,3.287103480806867424e+02
1.010000000000000009e+00,3.347966687586090870e+02
1.020000000000000018e+00,3.418553939177914458e+02
1.030000000000000027e+00,3.505714668483688570e+02
1.040000000000000036e+00,3.567797897868237555e+02
1.050000000000000044e+00,3.625711617102224409e+02
1.060000000000000053e+00,3.666901195811762477e+02
1.070000000000000062e+00,nan
1.080000000000000071e+00,nan
1.090000000000000080e+00,nan
1.100000000000000089e+00,nan
1.110000000000000098e+00,nan
1.120000000000000107e+00,nan
1.129999999999999893e+00,nan
1.139999999999999902e+00,nan
1.149999999999999911e+00,nan
1.159999999999999920e+00,nan
1.169999999999999929e+00,nan
1.179999999999999938e+00,nan
1.189999999999999947e+00,nan
1.199999999999999956e+00,nan
1.209999999999999964e+00,nan
1.219999999999999973e+00,nan
1.229999999999999982e+00,nan
1.239999999999999991e+00,nan
1.250000000000000000e+00,nan
1.260000000000000009e+00,nan
1.270000000000000018e+00,nan
1.280000000000000027e+00,nan
1.290000000000000036e+00,nan
1.300000000000000044e+00,nan
1.310000000000000053e+00,nan
1.320000000000000062e+00,nan
1.330000000000000071e+00,nan
1.340000000000000080e+00,nan
1.350000000000000089e+00,nan
1.360000000000000098e+00,nan
1.370000000000000107e+00,nan
1.379999999999999893e+00,nan
1.389999999999999902e+00,nan
1.399999999999999911e+00,nan
1.409999999999999920e+00,nan
1.419999999999999929e+00,nan
1.429999999999999938e+00,nan
1.439999999999999947e+00,nan
1.449999999999999956e+00,nan
1.459999999999999964e+00,nan
1.469999999999999973e+00,nan
1.479999999999999982e+00,nan
1.489999999999999991e+00,nan
